DOI	volume	received	accepted	online	title	authors
10.1007/s12517-018-4182-2	12	16-Oct-18	17-Dec-18	28-Dec-18	"Aeromagnetic data for mapping geologic contacts at Samr El-Qaa area, North Eastern Desert, Egypt"	"Eldosouky, Ahmed Mohammed"
10.1007/s12517-018-4211-1	12	27-Jun-18	28-Dec-18	14-Jan-19	SH-wave propagation in linearly varying fiber-reinforced viscoelastic composite structure uninitial stress	"Vishwakarma, Sumit Kumar; Panigrahi, Tapas Ranjan; Kaur, Rupinderjit"
10.1007/s12517-018-4198-7	12	28-Sep-18	21-Dec-18	10-Jan-19	Production of borosilicate cullet by using rice husk ash	"Özkan, İlker; Dokumacı, Esra"
10.1007/s12517-018-4220-0	12	20-Feb-18	28-Dec-18	10-Jan-19	"Evaluation of nine USGS reference materials for quality control through Univariate Data Analysis System, UDASys3"	"Rosales-Rivera, Mauricio; Díaz-González, Lorena; Verma, Surendra P."
10.1007/s12517-018-4222-y	12	26-Sep-16	28-Dec-18	08-Jan-19	The influence of deviatoric and horizontal differential stress and pore pressure on hydraulic fracture opening by fully coupled 3D cohesive elements method	"Saberhosseini, Seyed Erfan; Keshavarzi, Reza"
10.1007/s12517-018-4208-9	12	21-Mar-18	28-Dec-18	08-Jan-19	Movement type of the first subordinate key stratum and its influence on strata behavior in the fully mechanized face with large mining height	"Liang, Yunpei; Li, Bo; Zou, Quanle"
10.1007/s12517-018-4076-3	12	15-Aug-18	15-Nov-18	14-Jan-19	Source identification of mine water inrush: a discussion on the application of hydrochemical method	"Wang, Dandan; Shi, Longqing"
10.1007/s12517-018-4147-5	12	04-Jul-18	30-Nov-18	06-Jan-19	"Seismic geomorphology and depositional evolution of the Paleogene Shahejie Formation, Central-North Dongying Depression, Bohai Bay Basin, China"	"Zhao, Hongchao; Zhu, Xiaomin; Zhu, Shifa; Wang, Xiaoxu; Zhao, Fang; Shen, Mo; Xu, Tong; Lu, Wenpeng; Zhang, Huili"
10.1007/s12517-018-4197-8	12	22-Sep-18	21-Dec-18	10-Jan-19	Seismic soil response of scaled geotechnical test model on small shaking table	"Çelebi, Erkan; Göktepe, Fatih; Omid, Ahmad Jawad"
10.1007/s12517-018-4162-6	12	21-Feb-18	14-Dec-18	04-Jan-19	Predictive modeling of static and seismic stability of small homogeneous earth dams using artificial neural network	"Zeroual, A.; Fourar, A.; Djeddou, M."
10.1007/s12517-018-4210-2	12	13-Apr-18	28-Dec-18	13-Jan-19	Study on microscopic flow mechanism of polymer flooding	"Zhong, Huiying; Li, Yuanyuan; Zhang, Weidong; Li, Dan"
10.1007/s12517-018-4180-4	12	20-Dec-17	17-Dec-18	28-Dec-18	Mechanical criteria and sensitivity analysis of water inrush through a mining fault above confined aquifers	"Sun, Jian; Wang, Lianguo; Hu, Yang"
10.1007/s12517-018-4185-z	12	19-Sep-18	21-Dec-18	04-Jan-19	Development of a new rate of penetration model using self-adaptive differential evolution-artificial neural network	"Elkatatny, Salaheldin"
10.1007/s12517-018-4223-x	12	30-Oct-16	28-Dec-18	16-Jan-19	"The feasibility of depositing the reservoir into hydrogen-sulfide as a result of EOR process in Cheshm-e Khosh oil field, western Iran"	"Saberi, Mohammad Hossein"
10.1007/s12517-018-4221-z	12	06-Nov-18	28-Dec-18	15-Jan-19	"Structure and fracture-cavity identification of epimetamorphic volcanic-sedimentary rock basement reservoir: a case study from central Hailar Basin, China"	"Li, Juan; Chen, Guangpo; Zhang, Bin; Hong, Liang; Han, Qianfeng"
10.1007/s12517-018-4206-y	12	31-Aug-18	27-Dec-18	12-Jan-19	"Metamorphic evolution of Pan-African Wadi El Miyah Metasediments, Central Eastern Desert, Egypt: a distinctive LP/HT metapelitic sequence from the northern Arabian–Nubian Shield"	"Shallaly, Nahla A."
10.1007/s12517-018-4124-z	12	06-Mar-18	23-Nov-18	31-Dec-18	New automated method for extracting river information using optimized spectral threshold water index	"Li, Chaojun; Wang, Shijie; Bai, Xiaoyong; Tan, Qiu; Yang, Yujie; Li, Qin; Wu, Luhua; Xiao, Jianyong; Qian, Qinghuan; Chen, Fei; Li, Huiwen; Cao, Yue; Wang, Mingming; Wang, Jinfeng; Tian, Shiqi; Lu, Qian"
10.1007/s12517-018-4200-4	12	26-Jun-18	21-Dec-18	10-Jan-19	Experimental characterization and dependence of rock fracture permeability on 3D stresses	"Zhao, Yu; Wang, Chaolin; Zhao, Yanlin; He, Li; Wan, Wen; Zhang, Yongfa"
10.1007/s12517-018-4158-2	12	11-Oct-17	14-Dec-18	08-Jan-19	"Campanian–Maastrichtian unconformities and rudist diagenesis, Aruma Formation, central Saudi Arabia"	"Özer, Sacit; El-Sorogy, Abdelbaset S.; Al-Dabbagh, Mohammad E.; Al-Kahtany, Khaled"
10.1007/s12517-018-4201-3	12	08-Nov-17	21-Dec-18	05-Jan-19	"Contribution of remote sensing to mapping In-Abeggui gold deposit (Central Hoggar, South Algeria)"	"Boutrika, Rabah; Ducrot, Danielle; Aissa, Djamal Eddine"
10.1007/s12517-018-4177-z	12	21-Dec-17	14-Dec-18	10-Jan-19	The piled-raft behavior installed in unsaturated collapsible soils	"Mokhberi, Mehdi; Rafieeian, Seyed Ayyoub"
10.1007/s12517-018-4161-7	12	05-Dec-17	14-Dec-18	05-Jan-19	Decreasing salt susceptibility index of nummulitic limestone using three resins applied in different ratios and concentrations	"Kamh, Gamal M. Eisawy; Dawood, Maher; El-loly, Ahmed"
10.1007/s12517-018-4209-8	12	28-Mar-18	28-Dec-18	11-Jan-19	"Hydrochemistry of groundwaters from alluvial and fractured igneous aquifers at the western region of Lake Hazar (Elazığ, Turkey)"	"Okan, Özlem Öztekin; Güven, Atahan"
10.1007/s12517-018-4145-7	12	02-Sep-18	30-Nov-18	04-Jan-19	"Ecosystem service trade-offs upstream and downstream of a dam: a case study of the Danjiangkou dam, China"	"Liu, Hai; Wu, Jing; Liao, Mingwei"
10.1007/s12517-018-4205-z	12	12-Sep-18	27-Dec-18	07-Jan-19	Trend analysis and ARIMA modeling for forecasting precipitation pattern in Wadi Shueib catchment area in Jordan	"Al Balasmeh, Odai; Babbar, Richa; Karmaker, Tapas"
10.1007/s12517-018-4128-8	12	22-Dec-17	29-Nov-18	28-Dec-18	"Modeling and uncertainty analysis of seawater intrusion in coastal aquifers using a surrogate model: a case study in Longkou, China"	"Miao, Tiansheng; Lu, Wenxi; Lin, Jin; Guo, Jiayuan; Liu, Tianliang"
10.1007/s12517-018-4149-3	12	06-Feb-18	07-Dec-18	09-Jan-19	"Enhancement of limestone mineral identification using Hyperion imagery: a case study from Tirunelveli District, Tamil Nadu, South India"	"Kumar, Vignesh; Yarrakula, Kiran"
10.1007/s12517-018-4172-4	12	04-Jul-18	14-Dec-18	28-Dec-18	Coal mine microseismic velocity model inversion based on first arrival time difference	"Cong, Sen; Wang, Yun-hong; Cheng, Jian-Yuan"
10.1007/s12517-018-4212-0	12	20-Jul-18	28-Dec-18	10-Jan-19	Effect of recycled glass powder on properties of cementitious materials contains styrene butadiene rubber	"Jubeh, Asmahan Issa; Al Saffar, Doha M.; Tayeh, Bassam A."
10.1007/s12517-018-4156-4	12	06-Nov-18	11-Dec-18	28-Dec-18	Paleoclimatic and paleoenvironmental reconstruction at Tarfaya Atlantic coastal basin (Morocco) based on clay mineral records from Upper Cretaceous to Quaternary	"Ali, Sajid; Stattegger, Karl; Liu, Zhifei; Khélifi, Nabil; Kuhnt, Wolfgang"
10.1007/s12517-018-4217-8	12	25-Aug-17	28-Dec-18	15-Jan-19	Geoelectrical parameters for the estimation of hydrogeological properties	"Noorellimia, M. T.; Aimrun, W.; Azwan, M. M. Z.; Abdullah, A. F."
10.1007/s12517-018-4216-9	12	25-Apr-17	28-Dec-18	17-Jan-19	Research and application on simulation of oilfield 3D in-situ stress field by multi-information co-processing	"Zhang, Yi; Bai, Baojun; Shen, Lei; Ye, Xiao Chuang"
10.1007/s12517-018-4214-y	12	20-Sep-18	28-Dec-18	10-Jan-19	Aerosol uncertainty assessment: an integrated approach of remote AQUA MODIS and AERONET data	"Bouaziz, Moncef; Guermazi, Henda; Khcharem, Khawla; Meszner, Sascha; Sarbeji, Mohamed Moncef"
10.1007/s12517-018-4196-9	12	06-Aug-18	21-Dec-18	04-Jan-19	"New chronostratigraphic constraints on the emplacement of Miocene high-K calc-alkaline igneous rocks from West Edough-Cap de Fer, NE Algeria"	"Abbassene, Fatiha; Chazot, Gilles; Bellon, Hervé; Maury, René C.; Courme-Rault, Marie-Denise; Ouabadi, Aziouz; Coutelle, Alain"
10.1007/s12517-018-4166-2	12	29-Jul-18	14-Dec-18	10-Jan-19	Biochar application to soil under arid conditions: a bibliometric study of research status and trends	"Arfaoui, Achouak; Ibrahimi, Khaled; Trabelsi, Fatma"
10.1007/s12517-018-4136-8	12	10-Jul-18	30-Nov-18	28-Dec-18	"Influence of hydro-geochemical processes on groundwater quality through geostatistical techniques in Kadava River basin, Western India"	"Wagh, Vasant Madhav; Panaskar, Dipak Baburao; Jacobs, James A.; Mukate, Shrikant Vitthal; Muley, Aniket Avinash; Kadam, Ajaykumar Krushna"
10.1007/s12517-018-4104-3	12	01-Dec-17	23-Nov-18	08-Jan-19	Hybrid mist-cloud systems for large scale geospatial big data analytics and processing: opportunities and challenges	"Barik, Rabindra Kumar; Misra, Chinmaya; Lenka, Rakesh K.; Dubey, Harishchandra; Mankodiya, Kunal"
10.1007/s12517-018-4153-7	12	14-Jun-18	07-Dec-18	28-Dec-18	Contributions of pore-throat size distribution to reservoir quality and fluid distribution from NMR and MIP in tight sandy conglomerate reservoirs	"Chen, Meng; Dai, Jiacai; Liu, Xiangjun; Kuang, Yan; Qin, Minjun; Wang, Zhongtao"
10.1007/s12517-018-4123-0	11	18-May-18	23-Nov-18	27-Dec-18	Discrete fracture modeling of deep tight sandstone reservoir based on convergent multi-information—a case study of KX gas field in Tarim Basin	"Feng, Jianwei; Chang, Lunjie; Zhao, Libin; Li, Xizhe"
10.1007/s12517-018-4159-1	11	03-Jun-18	14-Dec-18	27-Dec-18	"U-Pb zircon geochronology, geochemistry, and Sr-Nd-Pb-Hf isotopic composition of the Late Cretaceous monzogranite from the north of the Yidun Arc, Tibetan Plateau Eastern, SW China: petrogenesis and tectonic implication"	"Gan, Baoping; Lai, Shaocong; Qin, Jiangfeng; Zhu, Renzhi; Zhu, Yu"
10.1007/s12517-018-4138-6	11	13-Sep-18	30-Nov-18	18-Dec-18	"Planning and systematic management of water resources by the WEAP model, case of the Mabtouh watershed (northwestern Algeria)"	"Zerkaoui, Laidia; Benslimane, Mohamed; Hamimed, Abderrahmane"
10.1007/s12517-018-4108-z	11	31-May-18	23-Nov-18	03-Dec-18	"First record of palynomorph assemblages from the Arshad Sandstone (Late Cretaceous), Sirte Basin, north-central Libya"	"Kumar, Arun"
10.1007/s12517-018-4120-3	11	30-May-18	23-Nov-18	03-Dec-18	Geochemistry and zircon U–Pb geochronology constrains late cretaceous plagiogranite intrusions in Mersin ophiolite complex (southern Turkey).	"Nurlu, Nusret; Türkmen, Sedat; Şimşek, Gökçe; Stepanov, Aleksandr S."
10.1007/s12517-018-4139-5	11	20-Sep-18	30-Nov-18	13-Dec-18	Evaluation of Alexandria Eastern Harbor evaporation estimate methods	"Hussein, Maged M. A."
10.1007/s12517-018-4126-x	11	27-Mar-18	28-Nov-18	18-Dec-18	"Numerical heat and fluid flow modeling of the Hercynian Draa Sfar polymetallic (Zn–Pb–Cu) massive sulfide deposit, Central Jbilets, Morocco"	"Salama, Laila; Mouguina, El Mostafa; El Bachari, Essaid; Rddad, Larbi; Outhounjite, Mohamed; Essaoudi, Mohamed; Maacha, Lhou; Zouhair, Mohamed"
10.1007/s12517-018-4127-9	11	27-Mar-15	29-Nov-18	14-Dec-18	"Secondary dispersion of trace elements in bottom sediments of the High Dam Lake, South Egypt and North Sudan"	"Darwish, Mohamed Abdallah Gad; Pöllmann, Hebert"
10.1007/s12517-018-4101-6	11	15-Jun-18	23-Nov-18	27-Dec-18	Groundwater modeling to understand the impact of pumping in the deep Late Pleistocene aquifers of the western Bengal Basin on arsenic migration	"Sikdar, Pradip Kumar; Ghosal, Utsab; Chakraborty, Surajit"
10.1007/s12517-018-4151-9	11	26-Apr-18	07-Dec-18	18-Dec-18	Assessment of lifetime cancer risk from natural radioactivity levels in Kadikoy and Uskudar District of Istanbul	"Günay, Osman"
10.1007/s12517-018-4146-6	11	25-Apr-18	30-Nov-18	08-Dec-18	A distance-based topological relation model between spatial regions	"Shen, Jingwei; Chen, Min; Yue, Songshan"
10.1007/s12517-018-4097-y	11	24-Apr-18	19-Nov-18	05-Dec-18	Numerical modeling approach for design of water-retaining dams in underground hard rock mines—a case example	"Porathur, John Loui; Jose, Minnie; Bhattacharjee, Rana; Tewari, Subashish"
10.1007/s12517-018-4118-x	11	16-Mar-18	23-Nov-18	27-Dec-18	Influence of urban–coastal activities on organic acids and major ion chemistry of wet precipitation at a metropolis in Pakistan	"Masood, S. S.; Saied, S.; Siddique, A.; Mohiuddin, S.; Hussain, M. M.; Khan, M. K.; Khwaja, H. A."
10.1007/s12517-018-4130-1	11	26-Apr-18	30-Nov-18	10-Dec-18	"Integrated application of 2D resistivity and electromagnetic methods to investigate a metallic-sulfide deposit in Soap Gulch, Montana. A case study"	"Khalil, Mohamed; Orubu, Akpofure; Rutherford, Brad; Speece, Marvin; Santos, Fernando; Farzamian, Mohammad"
10.1007/s12517-018-4140-z	11	04-Oct-18	30-Nov-18	15-Dec-18	Evaluation of the GPS Precise Point Positioning technique during the 21 July 2017 Kos-Bodrum (East Aegean Sea) Mw 6.6 earthquake	"Dogan, Ali Hasan; Tunalioglu, Nursu; Erdogan, Bahattin; Ocalan, Taylan"
10.1007/s12517-018-4129-7	11	02-Jan-18	30-Nov-18	18-Dec-18	Dynamic threshold pressure gradient in tight gas reservoir and its influence on well productivity	"Ding, Jingchen; Yang, Shenglai; Cao, Tongsheng; Wu, Jianbiao"
10.1007/s12517-018-4170-6	11	25-Jun-18	14-Dec-18	27-Dec-18	Chronicles and geoheritage of the ancient Roman city of Pompeiopolis: a landscape plan	"Cetin, Mehmet; Onac, Ayse Kalayci; Sevik, Hakan; Canturk, Ugur; Akpinar, Huseyin"
10.1007/s12517-018-4152-8	11	31-May-18	07-Dec-18	27-Dec-18	"Spatial distribution, source, and risk assessment of soil toxic metals in the coal-mining region of northwestern China"	"Abliz, Abdugheni; Shi, Qingdong; Keyimu, Maierdang; Sawut, Rukeya"
10.1007/s12517-018-4086-1	11	27-Mar-18	16-Nov-18	06-Dec-18	The effects of water stress on yield performance of drip-irrigated pepper (Capsicum annum L. cv. Capya var. Yalova yağlık 28) in the Central Anatolian region of Turkey	"Celebi, Muhittin"
10.1007/s12517-018-4132-z	11	19-Jul-18	30-Nov-18	27-Dec-18	CO2 foam for enhanced oil recovery (EOR) applications using low adsorption surfactant structure	"Sagir, Muhammad; Mushtaq, Muhammad; Tahir, Muhammad Bilal; Tahir, Muhammad Suleman; Ullah, Sami; Shahzad, Khurum; Rashid, Umer"
10.1007/s12517-018-4157-3	11	24-Jul-18	11-Dec-18	17-Dec-18	ARMA order model detection using minimum of Kurtosis: application on seismic data	"Bellahsene, Hocine; Taleb-Ahmed, Abdelmalik"
10.1007/s12517-018-4051-z	11	10-Jul-18	09-Nov-18	01-Dec-18	"Petrogenesis and evolution of the Nuweibi rare-metal granite, Central Eastern Desert, Egypt"	"Emam, Ashraf; Zoheir, Basem; Radwan, Abdelhady Mohammed; Lehmann, Bernd; Zhang, Rongqing; Fawzy, Sherif; Nolte, Nicole"
10.1007/s12517-018-4100-7	11	06-May-18	23-Nov-18	30-Nov-18	The implication of climate change and precipitation variability on sedimentation deposits in Algerian dams	"Abdellah, Medjber; Mohamed, Hadjem; Farouk, Daoud"
10.1007/s12517-018-4148-4	11	30-Jan-18	07-Dec-18	18-Dec-18	Integrative approach of RS and GIS in characterization of land suitability for agriculture: a case study of Darna catchment	"Zolekar, Rajendra Bhausaheb"
10.1007/s12517-018-4077-2	11	07-Sep-18	15-Nov-18	27-Dec-18	"A sedimentary model of mountainous rivers with application to Alamutrud and Shahrud rivers, N Qazvin, Iran"	"Paseban, Effat; Khodabakhsh, Saeed; Gharibreza, Mohammadreza; Bahiraei, Naser; Maleki, Mehri; HosseiniAsgarabadi, Zahra"
10.1007/s12517-018-4063-8	11	04-Apr-18	09-Nov-18	29-Nov-18	"Evaluation and mapping of radionuclides in the terrestrial environment and health hazard due to soil radioactivity in Artvin, Turkey"	"Taşkın, Halim; Yeşilkanat, Cafer Mert; Kobya, Yaşar; Çevik, Uğur"
10.1007/s12517-018-4087-0	11	27-Mar-18	16-Nov-18	13-Dec-18	Deformation characteristics and stability control of a gateroad in fully mechanized mining with large mining height	"Yuan, Hong-hu; Shan, Ren-liang; Su, Xue-gui"
10.1007/s12517-018-4141-y	11	25-Sep-17	30-Nov-18	13-Dec-18	"Source and remediation for heavy metals of soils at an iron mine of Ulsan City, Korea"	"Chung, Sang Yong; Senapathi, Venkatramanan; Park, Kye Hyun; Son, Joo Hyeong; Sekar, Selvam"
10.1007/s12517-018-4103-4	11	03-Sep-18	23-Nov-18	04-Dec-18	"Agricultural use of sewage sludge under sub-humid Mediterranean conditions: effect on growth, yield, and metal content of a forage plant"	"Kchaou, Rajia; Baccar, Rim; Bouzid, Jalel; Rejeb, Saloua"
10.1007/s12517-018-4074-5	11	31-Aug-18	15-Nov-18	29-Nov-18	Biochar for sustainable soil and environment: a comprehensive review	"Muhammad, Niaz; Hussain, Mubashir; Ullah, Waheed; Khan, Taj Ali; Ali, Shafaqat; Akbar, Ali; Aziz, Rukhsanda; Rafiq, Muhammad Khalid; Bachmann, Robert Thomas; Al-Wabel, Mohammad I.; Rizwan, Muhammad"
10.1007/s12517-018-4125-y	11	22-Sep-16	26-Nov-18	08-Dec-18	"Investigation of natural background radiation of sediments in Rameswaram Island, Tamil Nadu, India"	"Inigo Valan, I.; Vijayalakshmi, I.; Mathiyarasu, R.; Sridhar, S. G. D.; Narayanan, V.; Stephen, A."
10.1007/s12517-018-4176-0	11	01-Sep-17	14-Dec-18	27-Dec-18	An investigation of the criteria used to select the polynomial models employed in local GNSS/leveling geoid determination studies	"Tusat, E.; Mikailsoy, F."
10.1007/s12517-018-4095-0	11	25-May-18	16-Nov-18	12-Dec-18	Evaluation of flood susceptibility mapping using logistic regression and GIS conditioning factors	"Al-Juaidi, Ahmed E. M.; Nassar, Ayman M.; Al-Juaidi, Omar E. M."
10.1007/s12517-018-4056-7	11	08-Jul-18	09-Nov-18	12-Dec-18	Biochar as a potential soil additive for improving soil physical properties—a review	"Alghamdi, Abdulaziz G."
10.1007/s12517-018-4112-3	11	06-Aug-18	23-Nov-18	06-Dec-18	Structural properties of Urfa stone doped with erbium oxide	"Aktas, Bulent; Yalcin, Serife; Albaskara, Mehmet; Arslan, Ali; Ceyhan, Gokhan"
10.1007/s12517-018-4163-5	11	20-Apr-18	14-Dec-18	27-Dec-18	Transfer of anchoring load in layered roadway roof under different lithological sequences	"Zhao, Zenghui; Sun, Wei; Chen, Shaojie; Ma, Qing; Gao, Xiaojie; Zhang, Mingzhong"
10.1007/s12517-018-4134-x	11	28-Jun-18	30-Nov-18	27-Dec-18	"Modes of occurrence of ecotoxic elements in coal from the Upper Silesian Coal Basin, Poland"	"Parzentny, Henryk R.; Róg, Leokadia"
10.1007/s12517-018-4173-3	11	19-Jul-18	14-Dec-18	27-Dec-18	A new slip safety risk scale of natural stones with statistical K-means clustering analysis	"Çoşkun, Gültekin"
10.1007/s12517-018-4165-3	11	16-Jun-18	14-Dec-18	27-Dec-18	Location theory applied to optimize the position of road exit(s) in open pit mining (case study)	"Parhizkar, Ali"
10.1007/s12517-018-4098-x	11	23-Aug-18	09-Nov-18	29-Nov-18	Valorization of green algae from Tunisian littoral on dye elimination	"Eloussaief, Mabrouk; Hadjltaief, Haithem Bel; Dammak, Nessrine; Benzina, Mourad"
10.1007/s12517-018-4137-7	11	07-Aug-18	30-Nov-18	07-Dec-18	A practical approach for the interpretation of flowing well tests	"Ciftci, Emin"
10.1007/s12517-018-4092-3	11	09-Jan-18	16-Nov-18	03-Dec-18	Mapping and monitoring soil erosion in a watershed in western Algeria	"Bouderbala, Djazia; Souidi, Zahira; Donze, Frédéric; Chikhaoui, Mohamed; Nehal, Laounia"
10.1007/s12517-018-4135-9	11	25-Jun-18	30-Nov-18	18-Dec-18	"Geochemistry of the Neoproterozoic Narji limestone, Cuddapah Basin, Andhra Pradesh, India: implication on palaeoenvironment"	"Roy, Adrika; Chakrabarti, Gopal; Shome, Debasish"
10.1007/s12517-018-4115-0	11	01-Feb-18	23-Nov-18	14-Dec-18	Study on acoustic emission characteristics of sandstone under different fracture modes	"Wang, Hongjian; Zhao, Fei; Huang, Zhiquan; Yu, Huaichang; Niu, Jingrui; Zhang, Peng"
10.1007/s12517-018-4111-4	11	31-Jul-18	23-Nov-18	04-Dec-18	"Compositional variations, chemical weathering, and provenance of sands from the Cox’s Bazar and Kuakata beach areas, Bangladesh"	"Hossain, H. M. Zakir; Hasna Hossain, Quazi; Kamei, Atsushi; Araoka, Daisuke"
10.1007/s12517-018-4106-1	11	04-Jul-18	23-Nov-18	06-Dec-18	"Utilization of ASTER and OLI data for lithological mapping of Nugrus-Hafafit area, South Eastern Desert of Egypt"	"Emam, Ashraf; Hamimi, Zakaria; El-Fakharani, Abdelhamid; Abdel-Rahman, Ezzat; Barreiro, Juan Gomez; Abo-Soliman, Mohammed Y."
10.1007/s12517-018-4142-x	11	30-Mar-18	30-Nov-18	15-Dec-18	An analytical model of the strip footing reinforced with geogrid	"Li, Jiazheng; Li, Hao; Hou, Juan"
10.1007/s12517-018-4099-9	11	29-Mar-18	23-Nov-18	19-Dec-18	"Geo-environmental study of heavy metals of the agricultural highway soils, NW Jordan"	"El-Radaideh, Nazem Mansour; Al-Taani, Ahmed Abed Al-Kareem"
10.1007/s12517-018-4078-1	11	03-Sep-18	15-Nov-18	18-Dec-18	"Campanian-Lower Paleogene gastropods from the Kharga Oasis, south Western Desert, Egypt"	"Hewaidy, Abdel Galil A.; El Qot, Gamal M.; Moneer, El Sayed M."
10.1007/s12517-018-4067-4	11	12-Jan-18	09-Nov-18	04-Dec-18	Estimating potential direct runoff for ungauged urban watersheds based on RST and GIS	"Radwan, Farid; Alazba, A. A.; Mossad, Amr"
10.1007/s12517-018-4109-y	11	21-Jul-18	23-Nov-18	03-Dec-18	"Estimation and analysis of land surface temperature of Jubail Industrial City, Saudi Arabia, by using remote sensing and GIS technologies"	"Mujabar, Sheik; Rao, Venkateswara"
10.1007/s12517-018-4084-3	11	03-May-18	15-Nov-18	01-Dec-18	Stress analysis of primary support arch cover excavation in metro station based on 3D geomechanical model experiment	"Li, Wei; Zhang, Qingsong; Liu, Ren-tai; Zhang, Lianzhen; Li, Kexian; Zhang, Shijie"
10.1007/s12517-018-4088-z	11	08-Apr-18	16-Nov-18	03-Dec-18	Physical simulation of mining effect caused by a fault tectonic	"Wang, Pu; Jiang, Lishuai; Li, Xiaoyu; Qin, Guangpeng; Wang, Eryu"
10.1007/s12517-018-4080-7	11	12-May-18	15-Nov-18	03-Dec-18	"Characterization of nodular structure in shale with a proposed growth model in the Sitakund anticline, Bengal basin, Bangladesh"	"Gazi, Md. Yousuf; Imam, Badrul; Kabir, S.M. Mainul; Saha, Subrota Kumar"
10.1007/s12517-018-4133-y	11	07-Jun-18	30-Nov-18	07-Dec-18	Amelioration of calcareous sandy soil productivity via incorporation between biochar and some organic manures	"Amin, Abu El-Eyuoon Abu Zied"
10.1007/s12517-018-4167-1	11	04-Jul-18	14-Dec-18	27-Dec-18	"Using the catchment-based fractal model to delineate geochemical anomalies associated with Cu-W polymetallic deposits in the Zhuxi, Jiangxi Province"	"Ouyang, Yongpeng; Rao, Jianfeng"
10.1007/s12517-018-4060-y	11	06-May-18	09-Nov-18	13-Dec-18	Garnet–orthopyroxene (GOPX) geothermometer: a comparative study	"Thomas, Harel; Rana, Haritabh; Shahid, Mohammad"
10.1007/s12517-018-4122-1	11	22-Feb-18	23-Nov-18	29-Nov-18	Analytical solution of a mathematical model for rock salt dissolution in still water	"Yang, Xin; Liu, Xinrong; Wang, Junbao; Zhao, Zhenwei; Lei, Hujun"
10.1007/s12517-018-4105-2	11	27-Apr-18	23-Nov-18	03-Dec-18	Recognition and tracking of moving objects in the images captured by UAV intelligently in earth observation operations	"Hamedpour, Amir; Farnood Ahmadi, Farshid"
10.1007/s12517-018-4114-1	11	20-Nov-17	23-Nov-18	03-Dec-18	Effect of fines content and plasticity on undrained shear strength of quartz-clay mixtures	"Karakan, Eyyüb; Demir, Süleyman"
10.1007/s12517-018-4113-2	11	01-Oct-18	23-Nov-18	05-Dec-18	Sugarcane waste straw biochar and its effects on calcareous soil and agronomic traits of okra	"Riaz, Muhammad; Khan, Mumtaz; Ali, Shafaqat; Khan, Muhammad Daud; Ahmad, Rehan; Khan, Muhammad Jamil; Rizwan, Muhammad"
10.1007/s12517-018-4121-2	11	27-Sep-17	23-Nov-18	17-Dec-18	Influence of three-dimensional roughness of rock fracture on seepage characteristics based on the digital image technology	"Jinhai, Zhao; Liming, Yin; Weijia, Guo"
10.1007/s12517-018-4102-5	11	13-Jun-18	23-Nov-18	05-Dec-18	"Assessment of surface water quality using multivariate statistical analysis techniques: a case study from Ghrib dam, Algeria"	"Hamil, Somia; Arab, Siham; Chaffai, Amin; Baha, Mounia; Arab, Abdeslem"
10.1007/s12517-018-4144-8	11	22-May-18	30-Nov-18	27-Dec-18	"Genesis of the Angeer Yinwula Pb–Zn deposit, Inner Mongolia, China: constraints from fluid inclusions, C–H–O–S–Pb isotope systematics, and zircon U–Pb geochronology"	"Liu, Han-Lun; Han, Yi; Wang, Ke-Yong; Li, Wen; Li, Jian; Cai, Wen-Yan; Fu, Li-Juan"
10.1007/s12517-018-4150-x	11	20-Feb-18	07-Dec-18	18-Dec-18	"Hydrogeological characterization of a carbonate aquifer using geophysical and geochemical approach: case of the Krachoua Formation in Tataouine area, Southern Tunisia"	"Gouasmia, Mouez; Khorchani, Houyem; Mhamdi, Abdelkader; Dhahri, Ferid; Soussi, Mohamed"
10.1007/s12517-018-4117-y	11	08-Feb-18	23-Nov-18	04-Dec-18	Mechanical properties and permeability evolution of gas-bearing coal under phased variable speed loading and unloading	"Xin, Chengpeng; Wang, Kai; Du, Feng; Zhang, Xiang; Wang, Gongda; Liu, Yilei"
10.1007/s12517-018-4082-5	11	24-Jun-18	15-Nov-18	05-Dec-18	"Distribution patterns and controlling factors for reservoir characteristic difference of oolitic shoals, Feixian’guan Formation, eastern Longgang area, SW China"	"Wang, Zhanlei; Jiang, Chan; Jiang, Yuqiang; Zhang, Jiewei; Gu, Yifan"
10.1007/s12517-018-4116-z	11	07-Feb-18	23-Nov-18	07-Dec-18	Stabilization of clayey soils with Tunisian phosphogypsum: effect on geotechnical properties	"Farroukh, Hajer; Mnif, T.; Kamoun, F.; Kamoun, L.; Bennour, F."
10.1007/s12517-018-4143-9	11	05-Apr-18	30-Nov-18	13-Dec-18	"The comparison of the performance of ELM, BRNN, and SVM methods for the prediction of compression index of clays"	"Fikret Kurnaz, Talas; Kaya, Yilmaz"
10.1007/s12517-018-4175-1	11	21-Aug-18	14-Dec-18	27-Dec-18	"The assesment of rockfall analysis near a railroad: a case study at the Kızılinler village of Eskişehir, Turkey"	"Kayabaşı, Ali"
10.1007/s12517-018-4075-4	11	16-Jul-18	15-Nov-18	05-Dec-18	Conflicts and water governance challenge in irrigated areas of semi-arid regions	"Ben Nasr, Jamel; Bachta, Mohamed Salah"
