DOI	volume	received	accepted	online	title	authors
10.1007/s12517-021-06660-z	14	19-Oct-20	29-Jan-21	28-Apr-21	An upper bound design method for roof bolting support in roadways with top coal	"Wang, Hongtao; Liu, Luyao; Li, Shucai; Wang, Qi; Li, Weiteng; Meng, Qingbin"
10.1007/s12517-021-07175-3	14	27-Oct-20	23-Apr-21	01-May-21	Study on strength influencing factors and strength model of cemented backfill with mixed aggregate	"Wen, Zhenjiang; Xiao, Bolin; Gao, Qian; Yin, Shenghua; Wang, Yongding"
10.1007/s12517-021-07009-2	14	11-Jul-19	22-Mar-21	03-May-21	"Mapping soil erosion–prone sites through GIS and remote sensing for the Tifnout Askaoun watershed, southern Morocco"	"Tairi, Abdellaali; Elmouden, Ahmed; Bouchaou, Lhoussaine; Aboulouafa, Mohamed"
10.1007/s12517-021-07237-6	14	15-May-20	01-May-21	15-May-21	"Bioturbation by crab populations vis-à-vis sediment dispersal in Sagar Island, Hugli Estuary, India"	"Santra, Pritam Kumar; Chakraborty, Abhijit; Mukhopadhyay, Joydip; Bandyopadhyay, Sunando"
10.1007/s12517-021-07294-x	14	06-Nov-20	10-May-21	18-May-21	Improved lithospheric attenuation structure of the Arabian Peninsula through the use of national network data	"Pasyanos, Michael E.; Tarabulsi, Yahya M.; Al-Hadidy, Salah Y.; Raddadi, Wael W.; Mousa, Abdullah D.; El-Hussain, Issa; Al-Jeri, Farah; Al-Shukri, Haydar; Gök, Rengin"
10.1007/s12517-021-07199-9	14	12-Mar-21	28-Apr-21	17-May-21	The impact of vegetation change and climate in coastal cities on public sports: the impact of urban heat island	"Zeng, Zhen"
10.1007/s12517-021-07193-1	14	01-Dec-20	27-Apr-21	12-May-21	Linear and nonlinear approaches and statistical evaluations to predict the shear strength parameters and collapse potential of gypseous soils	"Mawlood, Yousif Ismael"
10.1007/s12517-021-07282-1	14	24-Jan-21	06-May-21	18-May-21	"Investigation of Saharan dust influence on PM10 concentration using two methods in Gabès, Tunisia"	"Chtioui, Houda; Bouchlaghem, Karim; Gazzah, Mohamed Hichem"
10.1007/s12517-021-07172-6	14	29-Dec-20	23-Apr-21	14-May-21	"Heavy metal(loid) risk assessment and nutrient characteristics of sediments from an urban river in Ningbo, China"	"Liu, Mengjiao; Wang, Zhongqiang; Wang, Jun; Hu, Zhaoping; Wu, Lianghuan"
10.1007/s12517-021-07171-7	14	10-Dec-20	23-Apr-21	02-May-21	Sand drift potential impacts within desert railway corridors: a case study of the Sarakhs-Mashhad railway line	"Rahdari, Mohammad Reza; Gyasi-Agyei, Yeboah; Rodrigo-Comino, Jesus"
10.1007/s12517-021-06824-x	14	01-Jul-20	30-Dec-20	13-Apr-21	Effects of superabsorbent polymer A200 on soil characteristics and rainfed winter wheat growth (Triticum aestivum L.)	"Bandak, Soraya; Naeini, Seyed Ali Reza Movahedi; Zeinali, Ebrahim; Bandak, Isa"
10.1007/s12517-021-06912-y	14	28-Nov-20	08-Mar-21	14-Apr-21	Characteristics of barrier layers and interlayers in reservoirs deposited in fan delta front and their influence on development: a case study of the Yulou oil-bearing sets in Liaohe Basin in China	"Chen, Huanqing"
10.1007/s12517-021-07051-0	14	22-Oct-20	30-Mar-21	09-Apr-21	"Determination of methane sorption capacity using microstructural analysis in coal of Jharia Coalfield, India"	"Kumar, Harinandan; Mishra, Manoj Kumar; Mishra, Susmita; Muralidhar Singh, M.; Srivastava, Dilip Kumar"
10.1007/s12517-021-06964-0	14	09-Jan-20	15-Mar-21	14-Apr-21	Integrated geophysical approach in exploration of iron ore deposits in the North-eastern Aswan-Egypt: a case study	"Mekkawi, Mahmoud Mohamed.; ElEmam, Ahmed ElKotb.; Taha, Ayman Ismail.; Al Deep, Mohamed AbdelSabour.; Araffa, Sultan Awad Sultan.; Massoud, Usama Saad.; Abbas, Abbas Mohamed."
10.1007/s12517-021-06920-y	14	15-Nov-19	09-Mar-21	08-Apr-21	"Analysis of lithogeochemical data using log-ratio transformations and C-A fractal to separate geochemical anomalies in Tak-Talar, Iran"	"Khammar, Fereshteh; Yousefi, Saeed; Joonaghani, Shahab Alborzian"
10.1007/s12517-021-07055-w	14	12-Oct-19	30-Mar-21	09-Apr-21	Shaking table tests to parametrically evaluate post-shaking settlements and pore water pressure build-up in marine sands	"Ghorbani, Ali; Mersa, Afshar Nemati; Veiskarami, Mehdi; Hamidzadeh, Naser; Hasanzadehshooiili, Hadi"
10.1007/s12517-021-07039-w	14	24-Aug-20	29-Mar-21	14-Apr-21	"Combined GPR, DC resistivity, and hydrogeochemical data for hydrogeological exploration: a case study at the Red Sea coast"	"Bedair, Sayed; Abdel-Raouf, Osama; Meneisy, Ahmed M."
10.1007/s12517-021-07092-5	14	19-Nov-20	09-Apr-21	16-Apr-21	"A SINTACS GIS-based method for assessing groundwater vulnerability in sedimentary aquifers, South-Eastern, Nigeria"	"Ikenna, Ifediegwu Stanley; Chinedu, Ezike Ejiofor; Chibuike, Iyi Emmanuel"
10.1007/s12517-021-06992-w	14	25-Dec-20	22-Mar-21	07-Apr-21	Coupling research on the two-way development of marine ecological civilization and urbanization in coastal cities	"Qv, Mingyang; Chai, Huaqi; Li, Zhiguang"
10.1007/s12517-021-07046-x	14	30-Dec-20	29-Mar-21	14-Apr-21	Study on the damage characteristics and damage model of organic rock oil shale under the temperature effect	"Zhao, Guijie; Chen, Chen; Yan, Huan; Hao, Yinlong"
10.1007/s12517-021-07087-2	14	23-Dec-20	07-Apr-21	16-Apr-21	Carbon-initiated sulfate reduction in a closed hydrous system: implications for the formation of H2S in deeply buried petroleum reservoirs	"Ding, Kangle; Liu, Yan; Guan, Fujia; Yu, Zhenzhen; Wu, Yi"
10.1007/s12517-021-07025-2	14	14-Sep-20	26-Mar-21	05-Apr-21	"Investigating the effect of Aspergillus niger inoculated press mud (biofertilizer) on the potential of enhancing maize (Zea mays L.) yield, phosphorous use efficiency, and phosphorous agronomic efficiency"	"Naeem, Urooj; Afzaal, Muhammad; Haq, Irfan ul; Qazi, Akram; Yasar, Abdullah; Tabinda, Amtul Bari; Mahfooz, Yusra; Naz, Asad Ullah; Awan, Humera Aslam; Ahmad, Ashfaq"
10.1007/s12517-021-06904-y	14	27-Nov-20	04-Mar-21	25-Mar-21	Computation of groundwater recharge prospect in urban environment for sustainable water security	"Chaudhuri, Anindita Sarkar; Singh, Prafull; Verma, Pradipika; Rai, Suresh Chandra"
10.1007/s12517-021-06958-y	14	12-Jan-21	12-Mar-21	26-Mar-21	Experimental study on roadway backfill mining of paste-like material	"Wang, Cheng; Hu, Mangu; Wang, Xiaolei; Han, Yafeng"
10.1007/s12517-021-06943-5	14	18-Dec-20	11-Mar-21	23-Mar-21	Atmospheric characteristics of coastline based on remote sensing images and tourism brand construction in coastal areas	"Xie, Xiangxiang"
10.1007/s12517-021-06657-8	14	29-Jul-20	29-Jan-21	25-Mar-21	Elastic parameter inversion of Longmaxi Formation shale based on the least squares method	"Gao, Kepan; Liu, Xiangjun; Xiong, Jian; Liang, Lixi"
10.1007/s12517-021-07005-6	14	19-Jan-21	22-Mar-21	30-Mar-21	Data acquisition method and the effectiveness of multichannel analysis of surface waves for defect detections on small earthen dams	"Liu, Pan; Wang, Kui; Wang, Qiuqi; Huang, Shiyuan"
10.1007/s12517-021-06991-x	14	20-Oct-20	22-Mar-21	02-Apr-21	Neogene tectonic evolution of the Misis-Andırın-Engizek range: structural and sedimentary evidences from Bulgurkaya Sedimentary Mélange	"Akıncı, Ahmet Can; Ünlügenç, Ulvi Can"
10.1007/s12517-021-06976-w	14	05-Feb-21	17-Mar-21	30-Mar-21	Late Pliocene gas detection in-between gas zones using total combinable magnetic resonance (TCMR) in Eastern Mediterranean offshore reservoir	"Nooh, Ahmed Zakaria; Abdel-Gawad, Gouda Ismail; El Shayeb, Hassan Mohamed; Abu El-Hassan, Mohamed Mahmoud; Badran, Fahd Mohamed; Ataallah, Mohamed Abdelwahab"
10.1007/s12517-021-06733-z	14	09-Sep-20	16-Feb-21	29-Mar-21	Detecting and forecasting Helmand basin droughts using RCP scenarios	"Dargahian, Fatemeh; Doostkamian, Mahdi"
10.1007/s12517-021-06897-8	14	18-Nov-20	03-Mar-21	19-Mar-21	Construction and experimental analysis of permeability prediction model of unsaturated clay	"Wang, Yong; Wang, Zihan; Yan, Han; Li, Shiyu; Cui, Yunhao"
10.1007/s12517-021-06775-3	14	24-Jul-20	17-Feb-21	19-Mar-21	Secondary development of finite-element method based on the calculation of scale effect of soil particles	"Fang, Yingguang; Xu, Fangnian; Gu, Renguo; Wei, Weibo"
10.1007/s12517-021-06793-1	14	26-Dec-19	18-Feb-21	18-Mar-21	Construction site layout planning using GIS overlay analysis—A case study	"Atmaca, Murat; Akcay, Cemil"
10.1007/s12517-021-06688-1	14	25-Apr-20	06-Feb-21	21-Mar-21	"Landslide mechanisms along carbonate rock cliffs and their impact on sustainable development: a case study, Egypt"	"El-Haddad, Bossy A.; Youssef, Ahmed M.; El-Shater, Abdel-Hamid; El-Khashab, Mohamed H."
10.1007/s12517-021-06926-6	14	23-Nov-20	10-Mar-21	21-Mar-21	Eco-efficiency measurement and spatial–temporal evolution of forest tourism	"Li, Bing; Ma, Xiaomei; Chen, Ke"
10.1007/s12517-021-06870-5	14	30-Dec-20	02-Mar-21	21-Mar-21	The relationship between paleoclimate change and paleosedimentary environment identification in coastal areas	"Jiang, Zongkai; Wang, Yuxuan; Mao, Yongqin; Zang, Kai; Sun, Wei; Liu, Tianjiao"
10.1007/s12517-021-06855-4	14	14-May-20	01-Mar-21	21-Mar-21	Modeling trend changes of mean annual exposure to PM2.5 particles in the Middle East countries via growth mixture models	"Mardani, Gashtasb; Alikhani Faradonbeh, Mahdiyeh; Fatahian Kelishadrokhi, Zahra; Raeisi Shahraki, Hadi"
10.1007/s12517-021-06860-7	14	17-Nov-20	01-Mar-21	18-Mar-21	Projected drought pattern under climate change scenario using multivariate analysis	"Waseem, Muhammad; Ajmal, Muhammad; Ahmad, Ijaz; Khan, Noor Muhammad; Azam, Muhammad; Sarwar, Muhammad Kaleem"
10.1007/s12517-021-06853-6	14	27-Nov-20	01-Mar-21	20-Mar-21	Research on subsynchronous oscillation characteristics and suppression strategy of AC network with wind power base	"Xu, Gang; Wang, Shengli"
10.1007/s12517-021-06873-2	14	18-Aug-20	02-Mar-21	22-Mar-21	Application of artificial intelligence algorithm in geological exploration	"Zhao, Yue; Wilson, Anthony"
10.1007/s12517-021-06895-w	14	25-Dec-20	03-Mar-21	19-Mar-21	Water pollution monitoring method after flood disaster based on big data technology	"Jiang, Wenbing; Jiang, Yihuo"
10.1007/s12517-021-06877-y	14	19-Nov-20	02-Mar-21	22-Mar-21	Investigation of the optimal method for determining hydropower potential of small streams: a case study Batman Basin in Turkey	"Yuksel, Ibrahim; Demirel, Ibrahim Halil"
10.1007/s12517-021-06856-3	14	18-Dec-20	01-Mar-21	19-Mar-21	The characters of teaching physical Qigong in coastal area based on geological management information system	"Wang, Shilong"
10.1007/s12517-021-06898-7	14	22-Dec-20	04-Mar-21	18-Mar-21	"Assessing the air quality of megacities during the COVID-19 pandemic lockdown: a case study from Makkah City, Saudi Arabia"	"Morsy, Essam; Habeebullah, Turki M.; Othman, Abdullah"
10.1007/s12517-021-06450-7	14	20-Apr-20	02-Jan-21	19-Mar-21	"Iron in groundwater: quality evaluation, health risk, and spatial distribution in Rangpur City Corporation"	"Haque, Md. Emdadul; Zahan, Rubaiya Nusrat; Reza, Selim"
10.1007/s12517-021-06947-1	14	05-Mar-20	11-Mar-21	20-Mar-21	Automatic detection of power transmission lines and risky object locations using UAV LiDAR data	"Dihkan, Mustafa; Mus, Elif"
10.1007/s12517-021-06858-1	14	18-Dec-20	01-Mar-21	26-Mar-21	Agricultural climate change and rural animation film application based on remote sensing images	"Shen, Zhengzhong"
10.1007/s12517-021-06865-2	14	13-Jan-21	01-Mar-21	28-Mar-21	Sedimentological processes in cultural deposits of a Neolithic settlement in Upper Mesopotamia: a microarchaeological case study of Sumaki Höyük	"Sarıaltun, Savaş"
10.1007/s12517-021-06956-0	14	15-Jun-20	12-Mar-21	27-Mar-21	Exploratory of the freezing–thawing behavior of clay and steel slag mixtures	"Bölükbaşı, Ömer Saltuk; Öngü, Kemal Tahir"
10.1007/s12517-021-06938-2	14	None	None	23-Mar-21	Correction to: An approach for heat flow determination in the absence of geothermal gradient measurements: west Anatolia example	"Sayın, Nurdan; Gürer, Aysan"
10.1007/s12517-021-07011-8	14	09-Jul-19	22-Mar-21	01-Apr-21	"Modelling of long-term effects of climate change on irrigation water requirement in the Gaza Strip, Palestine"	"Aish, Adnan; Ayesh, Khalil; Al-Najar, Husam"
10.1007/s12517-021-06960-4	14	None	None	22-Mar-21	"Correction to: Beryl occurrences in the granitic complex of Guerioune, Laouni, Southeastern Algeria: electron microprobe, infrared spectroscopy, and fluid inclusions data"	"Hamis, Ahmed; Kesraoui, Mokrane; Boutaleb, Abdelhak; Fuchs, Yves; Marignac, Christian"
10.1007/s12517-021-06945-3	14	25-Sep-20	11-Mar-21	22-Mar-21	Optimizing productivity in oil rims: simulation studies on water and gas injection patterns	"Oluwasanmi, Olabode; Pastor, Alonge-Niyi; Charles, Onuh; Christopher, Nwozor; Seyi, Orisamika"
10.1007/s12517-021-06927-5	14	08-Dec-20	10-Mar-21	30-Mar-21	The development efficiency of China’s innovative industrial clusters-based on the DEA-Malmquist model	"Kong, Meiying; Wang, Xiaoqing; Wu, Qiuming"
10.1007/s12517-021-06916-8	14	07-Sep-19	08-Mar-21	29-Mar-21	Comparison of two bias correction methods for TRMM 3B42 satellite daily rainfall estimates over Northern Tunisia	"Dhib, Saoussen; Chaney, Nathaniel; Mannaerts, Chris M.; Bargaoui, Zoubeida"
10.1007/s12517-021-06900-2	14	24-Nov-20	04-Mar-21	01-Apr-21	Impact of PM2.5 environmental regulation based on big data for green technology development	"Liu, Yijun; Fang, Ziyang; Chen, Fei"
10.1007/s12517-021-06968-w	14	18-May-20	16-Mar-21	05-Apr-21	Spectroscopic characterization of humic substances isolated from tropical mangrove sediments	"Mathew, Jennees; Gopinath, Anu; Vareed, Rosily Attokkaran"
10.1007/s12517-021-06999-3	14	25-Dec-20	22-Mar-21	03-Apr-21	Coordinated development of urban economy and total amount control of water environmental pollutants in the Yellow River basin	"Yu, Jiangbo"
10.1007/s12517-021-06641-2	14	07-Apr-18	23-Jan-21	04-Apr-21	Developing new geophysical scanners for detection of near-surface buried objects	"Alfouzan, Fouzan A.; Bakkour, Khaled; Zhou, Bing; Alyousif, Mazen M."
10.1007/s12517-021-06998-4	14	04-Dec-20	22-Mar-21	03-Apr-21	Investigation of the compatibility taper equations of Schima superba based on nonlinear measurement errors	"Zhang, Weizhi; Tian, Yi; Wu, Hongwei; Huang, Guangcan; Zhuang, Chongyang; Jiang, Xidian"
10.1007/s12517-021-06971-1	14	31-Jan-20	16-Mar-21	02-Apr-21	"Multi criteria analysis for flood hazard mapping using GIS techniques: a case study of Ghaghara River basin in Uttar Pradesh, India"	"Arya, Ajay Kumar; Singh, Ajay Pratap"
10.1007/s12517-021-07088-1	14	15-Sep-20	07-Apr-21	15-Apr-21	Heavy metal accumulation and potential ecological risk assessment in sediments from the southwestern Konya district (Turkey)	"Solgun, Evren; Horasan, Bilgehan Yabgu; Ozturk, Alican"
10.1007/s12517-021-07071-w	14	11-Apr-19	01-Apr-21	13-Apr-21	"The spatial and temporal dynamics of phytoplankton community and their correlation with environmental factors in Wuliangsuhai Lake, China"	"Chen, Xiaojiang; Li, Xing; Yang, Jie"
10.1007/s12517-021-07035-0	14	06-Jul-20	29-Mar-21	08-Apr-21	Experimental investigation of the use of methanotrophs for the degradation of low-concentration methane	"Zhang, Ruilin; Zhou, Yinbo; Yu, Hong; Wang, Siqi; Ren, Tingxiang"
10.1007/s12517-021-07024-3	14	12-Aug-20	26-Mar-21	09-Apr-21	"Influence of zinc and salicylic acid foliar application on total chlorophyll, phenolic components, yield and essential oil composition of peppermint (Mentha piperita L.) under drought stress condition"	"Jahani, Fatemeh; Tohidi-Moghadam, Hamid Reza; Larijani, Hamid Reza; Ghooshchi, Farshad; Oveysi, Meysam"
10.1007/s12517-021-06962-2	14	30-Dec-20	15-Mar-21	07-Apr-21	"Delineation of groundwater potential zones using modified weight standardization method and GIS in arid environments: case study of Ejina Oasis, Inner Mongolia, China"	"Luo, Dayou; Wen, Xingping; Xu, Junlong; Zhang, Haonan; Vongphet, Sihapanya"
10.1007/s12517-021-06891-0	14	05-Aug-20	03-Mar-21	17-Mar-21	"Assessment of sediment quality of the Qalubiya drain and adjoining soils, Eastern Nile Delta, Egypt"	"Nour, Hamdy El Sayed; Ramadan, Fatma; Aita, Sami; Zahran, Hadeer"
10.1007/s12517-021-07081-8	14	11-Nov-20	05-Apr-21	13-Apr-21	"Geo-environmental impact assessment of rock-cutting activities on the mountainous urban areas, western Saudi Arabia"	"Shaaban, Fathy; Othman, Abdullah; Habeebullah, Turki; Metwaly, Mohamed"
10.1007/s12517-021-06917-7	14	29-Apr-20	08-Mar-21	30-Mar-21	Investigation of Fahlian aquifer subsidence and its effect on groundwater loss	"Nasiri, Abouzar; Shafiei, Najmeh; Farzin Kia, Rababeh"
10.1007/s12517-021-06607-4	14	03-Aug-20	23-Jan-21	22-Mar-21	Identification of suitable sites for rainwater harvesting using fuzzy AHP and fuzzy gamma operator: a case study	"Chowdhury, Mousumi; Paul, Prabir Kumar"
10.1007/s12517-021-06743-x	14	23-Sep-20	16-Feb-21	23-Mar-21	"Process variations of a Neoproterozoic delta system in response to the influence of mixed-energy systems and sea-level fluctuation: an insight from Simla Group, Lesser Himalaya, India"	"Mazumdar, Priyanka; Mukhopadhyay, Ananya; Banerjee, Tithi; Thorie, Alono; Eriksson, Patrick G"
10.1007/s12517-021-06559-9	14	28-Sep-19	16-Jan-21	18-Mar-21	Auto-characterization of naturally fractured reservoirs drilled by horizontal well using multi-output least squares support vector regression	"Moosavi, Seyedeh Raha; Vaferi, Behzad; Wood, David A."
10.1007/s12517-021-06872-3	14	13-Aug-20	02-Mar-21	23-Mar-21	"Dibenzothiophenes, phenyldibenzothiophenes, and benzo[b]naphthothiophenes in crude oils and source rock extracts from the Niger Delta Basin, Nigeria, and their applications as source facies, depositional environments, and thermal maturity indicators"	"Ogbesejana, Abiodun B.; Bello, Oluwasesan M.; Akintade, Oluwadurotimi O.; Okunola, Oluwole Joshua; Osamudiamen, Paul M.; Kabo, Kamaluddeen S.; Ali, Tijjani; Uduma, Uduma A."
10.1007/s12517-021-06925-7	14	18-Nov-20	09-Mar-21	22-Mar-21	An auxiliary training system for swimming in coastal areas based on remote sensing images and virtual simulation technology	"Hou, Peng; Ning, Yuwen; Song, Yaowei"
10.1007/s12517-021-06966-y	14	26-Dec-20	16-Mar-21	26-Mar-21	The evolution of urban image environment innovation ability—based on the perspective of marine animal and plant protection	"Fan, Xijia"
